0;170;19;35690
1;130;;
2;90;;
3;140;;
4;140;;
5;110;;
6;150;;
7;150;;
8;190;;
9;150;;
10;180;;
11;210;;
12;260;;
13;220;;
14;230;;
15;270;;
16;370;;
17;310;;
18;320;;
;;;
20;330;;
21;340;;
22;430;;
23;380;;
24;390;;
25;720;;
26;410;;
27;500;;
28;460;;
29;460;;
30;500;;
31;550;;
32;500;;
33;500;;
34;100;;
35;80;;
36;90;;
37;80;;
38;100;;
39;100;;
40;110;;
41;90;;
42;100;;
43;100;;
44;100;;
45;110;;
46;100;;
47;100;;
48;110;;
49;110;;
50;210;;
51;100;;
52;150;;
53;110;;
54;110;;
55;110;;
56;130;;
57;130;;
58;130;;
59;120;;
60;130;;
61;130;;
62;130;;
63;140;;
64;130;;
65;190;;
66;130;;
67;130;;
68;130;;
69;140;;
70;150;;
71;130;;
72;140;;
73;130;;
74;140;;
75;130;;
76;150;;
77;180;;
78;130;;
79;130;;
80;160;;
81;140;;
82;160;;
83;160;;
84;140;;
85;130;;
86;180;;
87;230;;
88;100;;
89;100;;
90;170;;
91;190;;
92;110;;
93;190;;
94;190;;
95;190;;
96;1880;;
97;170;;
98;170;;
99;180;;
100;160;;
101;180;;
102;180;;
103;180;;
104;220;;
105;190;;
106;180;;
107;190;;
108;190;;
109;180;;
110;190;;
111;190;;
112;220;;
113;200;;
114;200;;
115;200;;
116;200;;
117;200;;
118;200;;
119;230;;
120;210;;
121;200;;
122;210;;
123;210;;
124;200;;
125;220;;
126;260;;
127;210;;
128;200;;
129;220;;
130;240;;
131;200;;
132;240;;
133;210;;
134;200;;
135;230;;
136;220;;
137;210;;
138;230;;
139;250;;
140;220;;
141;240;;
142;240;;
143;220;;
144;270;;
145;230;;
146;230;;
147;250;;
148;220;;
149;250;;
150;240;;
151;260;;
152;250;;
153;250;;
154;250;;
155;240;;
156;280;;
157;260;;
158;240;;
159;250;;
160;240;;
161;280;;
162;250;;
163;270;;
164;230;;
165;280;;
166;300;;
167;300;;
168;300;;
169;300;;
170;300;;
171;240;;
172;240;;
173;290;;
174;290;;
175;280;;
176;590;;
177;270;;
178;280;;
179;280;;
180;310;;
181;290;;
182;290;;
183;290;;
184;290;;
185;350;;
186;280;;
187;280;;
188;290;;
189;320;;
190;290;;
191;290;;
192;290;;
193;300;;
194;320;;
195;300;;
196;300;;
197;310;;
198;360;;
199;300;;
200;320;;
201;300;;
202;340;;
203;310;;
204;310;;
205;310;;
206;350;;
207;300;;
208;310;;
209;350;;
210;340;;
211;310;;
212;320;;
213;320;;
214;340;;
215;330;;
216;320;;
217;340;;
218;360;;
219;330;;
220;330;;
221;360;;
222;330;;
223;330;;
224;360;;
225;380;;
226;350;;
227;350;;
228;330;;
229;350;;
230;330;;
231;370;;
232;440;;
233;330;;
234;360;;
235;370;;
236;360;;
237;580;;
238;730;;
239;970;;
240;740;;
241;720;;
242;720;;
243;830;;
244;750;;
245;760;;
246;4330;;
247;760;;
248;850;;
249;2330;;
250;820;;
251;770;;
252;760;;
253;2150;;
254;830;;
255;800;;
256;2680;;
257;850;;
258;820;;
259;2580;;
260;840;;
261;830;;
262;2450;;
263;850;;
264;960;;
265;910;;
266;1880;;
267;400;;
268;400;;
269;1420;;
270;390;;
271;390;;
272;1210;;
273;400;;
274;410;;
275;1120;;
276;400;;
277;420;;
278;1530;;
279;410;;
280;400;;
281;1380;;
282;410;;
283;410;;
284;1220;;
285;420;;
286;1220;;
287;690;;
288;420;;
289;1760;;
290;420;;
291;420;;
292;1390;;
293;430;;
294;430;;
295;1450;;
296;630;;
297;410;;
298;1360;;
299;410;;
300;420;;
301;1400;;
302;400;;
303;1460;;
304;410;;
305;450;;
306;1370;;
307;430;;
308;540;;
309;90;;
310;80;;
311;70;;
312;70;;
313;100;;
314;70;;
315;90;;
316;80;;
317;90;;
318;80;;
319;80;;
320;80;;
321;70;;
322;80;;
323;90;;
324;80;;
325;80;;
326;90;;
327;90;;
328;90;;
329;90;;
330;90;;
331;80;;
332;80;;
333;90;;
334;80;;
335;100;;
336;90;;
337;80;;
338;90;;
339;90;;
340;90;;
341;90;;
342;80;;
343;100;;
344;80;;
345;100;;
346;80;;
347;90;;
348;90;;
349;90;;
350;90;;
351;100;;
352;90;;
353;90;;
354;90;;
355;80;;
356;80;;
357;80;;
358;90;;
359;100;;
360;100;;
361;90;;
362;80;;
363;100;;
364;80;;
365;80;;
366;80;;
367;100;;
368;100;;
369;100;;
370;100;;
371;100;;
372;100;;
373;90;;
374;90;;
375;90;;
376;100;;
377;90;;
378;100;;
379;100;;
380;90;;
381;100;;
382;100;;
383;100;;
384;100;;
385;100;;
386;100;;
387;100;;
388;100;;
389;100;;
390;90;;
391;100;;
392;100;;
393;100;;
394;100;;
395;100;;
396;100;;
397;100;;
398;100;;
399;100;;
400;100;;
401;100;;
402;100;;
403;100;;
404;100;;
405;100;;
406;100;;
407;100;;
408;100;;
409;100;;
410;100;;
411;100;;
412;100;;
413;110;;
414;100;;
415;100;;
416;100;;
417;100;;
418;100;;
419;100;;
420;100;;
421;100;;
422;110;;
423;100;;
424;110;;
425;110;;
426;100;;
427;100;;
428;100;;
429;100;;
430;100;;
431;100;;
432;100;;
433;130;;
434;100;;
435;110;;
436;110;;
437;100;;
438;110;;
439;110;;
440;100;;
441;110;;
442;110;;
443;110;;
444;110;;
445;110;;
446;110;;
447;100;;
448;110;;
449;100;;
450;110;;
451;110;;
452;100;;
453;110;;
454;110;;
455;110;;
456;110;;
457;120;;
458;110;;
459;110;;
460;120;;
461;120;;
462;110;;
463;120;;
464;110;;
465;120;;
466;130;;
467;120;;
468;120;;
469;110;;
470;110;;
471;120;;
472;110;;
473;110;;
474;120;;
475;120;;
476;110;;
477;120;;
478;120;;
479;120;;
480;110;;
481;110;;
482;110;;
483;120;;
484;120;;
485;130;;
486;120;;
487;120;;
488;120;;
489;100;;
490;130;;
491;110;;
492;120;;
493;120;;
494;150;;
495;140;;
496;130;;
497;140;;
498;100;;
499;100;;
500;150;;
501;130;;
502;150;;
503;130;;
504;130;;
505;100;;
506;100;;
507;150;;
508;140;;
509;150;;
510;130;;
511;100;;
512;100;;
513;150;;
514;100;;
515;140;;
516;150;;
517;110;;
518;120;;
519;120;;
520;130;;
521;120;;
522;120;;
523;120;;
524;120;;
525;110;;
526;130;;
527;130;;
528;130;;
529;130;;
530;120;;
531;130;;
532;130;;
533;140;;
534;120;;
535;120;;
536;130;;
537;120;;
538;130;;
539;140;;
540;130;;
541;130;;
542;120;;
543;140;;
544;130;;
545;130;;
546;130;;
547;140;;
548;140;;
549;130;;
550;130;;
551;130;;
552;130;;
553;140;;
554;120;;
555;140;;
556;140;;
557;120;;
558;130;;
559;130;;
560;120;;
561;140;;
562;130;;
563;150;;
564;130;;
565;130;;
566;140;;
567;130;;
568;140;;
569;130;;
570;140;;
571;130;;
572;130;;
573;140;;
574;140;;
575;150;;
576;140;;
577;150;;
578;140;;
579;160;;
580;160;;
581;150;;
582;150;;
583;150;;
584;150;;
585;130;;
586;150;;
587;160;;
588;160;;
589;160;;
590;160;;
591;140;;
592;150;;
593;140;;
594;160;;
595;150;;
596;150;;
597;160;;
598;160;;
599;140;;
600;150;;
601;150;;
602;170;;
603;130;;
604;160;;
605;170;;
606;170;;
607;170;;
608;160;;
609;160;;
610;140;;
611;150;;
612;150;;
613;150;;
614;170;;
615;160;;
616;170;;
617;150;;
618;160;;
619;150;;
620;150;;
621;170;;
